,index,amount,transaction_id,rate,flat_fee,product,Date 
37201,62272,106,pos_1666250911080036106,0.01,2,pos,20/10/2022
19761,62275,39,pos_1666270688905029039,0.01,2,pos,20/10/2022
10704,62276,5,pos_1666230244771496005,0.01,2,pos,20/10/2022
19089,62284,117,pos_1666282544378364117,0.01,2,pos,20/10/2022
36022,62291,73,pos_1666268802435663073,0.01,2,pos,20/10/2022
1471,62297,37,pos_1666269866796597037,0.01,2,pos,20/10/2022
15458,62302,166,pos_1666239987816456166,0.01,2,pos,20/10/2022
32167,62303,141,pos_1666269901974194141,0.01,2,pos,20/10/2022
30898,62304,158,pos_1666292882160873158,0.01,2,pos,20/10/2022
23083,62307,161,pos_1666260923363148161,0.01,2,pos,20/10/2022
40221,62308,237,pos_1666277897248314237,0.01,2,pos,20/10/2022
46846,62310,207,pos_1666268066216822207,0.01,2,pos,20/10/2022
34843,62311,83,pos_1666275093046090083,0.01,2,pos,20/10/2022
14010,62312,129,pos_1666272367481589129,0.01,2,pos,20/10/2022
45393,62318,247,pos_1666284034404718247,0.01,2,pos,20/10/2022
24843,62320,163,pos_1666277584309316163,0.01,2,pos,20/10/2022
5634,62322,34,pos_1666260202764850034,0.01,2,pos,20/10/2022
37875,62324,140,pos_1666244941930421140,0.01,2,pos,20/10/2022
3205,62325,150,pos_1666270552099521150,0.01,2,pos,20/10/2022
16942,62326,161,pos_1666296640944562161,0.01,2,pos,20/10/2022
45126,62328,109,pos_1666267201352920109,0.01,2,pos,20/10/2022
24802,62329,160,pos_1666243156791498160,0.01,2,pos,20/10/2022
16779,62330,170,pos_1666270858752178170,0.01,2,pos,20/10/2022
42799,62333,177,pos_1666273935664144177,0.01,2,pos,20/10/2022
9387,62335,9,pos_1666262462043521009,0.01,2,pos,20/10/2022
16234,62346,61,pos_1666256870612573061,0.01,2,pos,20/10/2022
2651,62350,126,pos_1666283979500201126,0.01,2,pos,20/10/2022
15373,62352,121,pos_1666282411818342121,0.01,2,pos,20/10/2022
13095,62355,186,pos_1666263794510268186,0.01,2,pos,20/10/2022
25174,62356,239,pos_1666280717547185239,0.01,2,pos,20/10/2022
31439,62357,104,pos_1666227812231059104,0.01,2,pos,20/10/2022
34580,62365,53,pos_1666260487452965053,0.01,2,pos,20/10/2022
29509,62367,128,pos_1666239861510586128,0.01,2,pos,20/10/2022
28106,62368,201,pos_1666280655543416201,0.01,2,pos,20/10/2022
29232,62369,53,pos_1666273806316512053,0.01,2,pos,20/10/2022
7748,62371,158,pos_1666289469516579158,0.01,2,pos,20/10/2022
42284,62373,110,pos_1666285845242567110,0.01,2,pos,20/10/2022
37863,62377,119,pos_1666235433413688119,0.01,2,pos,20/10/2022
42818,62378,31,pos_1666251814154569031,0.01,2,pos,20/10/2022
43926,62379,70,pos_1666236800723109070,0.01,2,pos,20/10/2022
19872,62381,232,pos_1666264765049917232,0.01,2,pos,20/10/2022
14707,62385,258,pos_1666273262333850258,0.01,2,pos,20/10/2022
29415,62388,218,pos_1666283013722443218,0.01,2,pos,20/10/2022
9308,62394,154,pos_1666273346828739154,0.01,2,pos,20/10/2022
38761,62402,233,pos_1666296238120434233,0.01,2,pos,20/10/2022
22597,62403,69,pos_1666273827778104069,0.01,2,pos,20/10/2022
21283,62404,67,pos_1666254400244323067,0.01,2,pos,20/10/2022
5408,62405,67,pos_1666279215672803067,0.01,2,pos,20/10/2022
36250,62409,321,pos_1666283175606783321,0.01,2,pos,20/10/2022
10731,62411,39,pos_1666265078710877039,0.01,2,pos,20/10/2022
13924,62415,223,pos_1666257486288713223,0.01,2,pos,20/10/2022
37642,62420,164,pos_1666283922823944164,0.01,2,pos,20/10/2022
27015,62421,36,pos_1666290540321349036,0.01,2,pos,20/10/2022
32000,62422,30,pos_1666253040059054030,0.01,2,pos,20/10/2022
4085,62423,191,pos_1666265378549931191,0.01,2,pos,20/10/2022
30092,62424,182,pos_1666304131828439182,0.01,2,pos,20/10/2022
33910,62427,117,pos_1666255190169249117,0.01,2,pos,20/10/2022
46501,62429,155,pos_1666241025321432155,0.01,2,pos,20/10/2022
41658,62430,46,pos_1666302998329114046,0.01,2,pos,20/10/2022
39981,62432,235,pos_1666246325055665235,0.01,2,pos,20/10/2022
40168,62433,232,pos_1666279444920274232,0.01,2,pos,20/10/2022
42254,62439,68,pos_1666242345286292068,0.01,2,pos,20/10/2022
19967,62442,156,pos_1666268999401026156,0.01,2,pos,20/10/2022
29089,62443,171,pos_1666249845522171171,0.01,2,pos,20/10/2022
29703,62446,149,pos_1666245441775262149,0.01,2,pos,20/10/2022
46527,62450,104,pos_1666285814806159104,0.01,2,pos,20/10/2022
6123,62454,58,pos_1666280231566915058,0.01,2,pos,20/10/2022
38983,62469,200,pos_1666263369541192200,0.01,2,pos,20/10/2022
3787,62474,212,pos_1666264975145766212,0.01,2,pos,20/10/2022
37361,62478,204,pos_1666258742767333204,0.01,2,pos,20/10/2022
35605,62491,149,pos_1666286178262458149,0.01,2,pos,20/10/2022
39847,62493,97,pos_1666278783112501097,0.01,2,pos,20/10/2022
12393,62495,247,pos_1666291046606340247,0.01,2,pos,20/10/2022
27166,62499,239,pos_1666226775118062239,0.01,2,pos,20/10/2022
34393,62500,140,pos_1666248534038176140,0.01,2,pos,20/10/2022
19530,62501,239,pos_1666260661742358239,0.01,2,pos,20/10/2022
17388,62509,238,pos_1666225183441330238,0.01,2,pos,20/10/2022
27825,62510,174,pos_1666282263600894174,0.01,2,pos,20/10/2022
38976,62511,82,pos_1666286170720224082,0.01,2,pos,20/10/2022
17288,62518,127,pos_1666277638218811127,0.01,2,pos,20/10/2022
21693,62529,125,pos_1666323207483181125,0.01,2,pos,21/10/2022
23335,62544,97,pos_1666353753414860097,0.01,2,pos,21/10/2022
39055,62547,56,pos_1666349771093188056,0.01,2,pos,21/10/2022
16987,62567,126,pos_1666324579301353126,0.01,2,pos,21/10/2022
1941,62568,122,pos_1666359583894085122,0.01,2,pos,21/10/2022
11696,62571,5,pos_1666322894098947005,0.01,2,pos,21/10/2022
28247,62573,101,pos_1666379497297700101,0.01,2,pos,21/10/2022
22809,62574,108,pos_1666363354579404108,0.01,2,pos,21/10/2022
5144,62579,232,pos_1666356137880658232,0.01,2,pos,21/10/2022
36847,62580,184,pos_1666341049840177184,0.01,2,pos,21/10/2022
557,62583,307,pos_1666385065365673307,0.01,2,pos,21/10/2022
20134,62584,99,pos_1666356309478727099,0.01,2,pos,21/10/2022
19206,62585,104,pos_1666357272723237104,0.01,2,pos,21/10/2022
8278,62586,74,pos_1666355394055791074,0.01,2,pos,21/10/2022
32100,62588,183,pos_1666364668735849183,0.01,2,pos,21/10/2022
47175,62589,152,pos_1666368996540445152,0.01,2,pos,21/10/2022
20573,62593,95,pos_1666380246502915095,0.01,2,pos,21/10/2022
14958,62594,13,pos_1666319617883624013,0.01,2,pos,21/10/2022
13235,62596,137,pos_1666355111568570137,0.01,2,pos,21/10/2022
29674,62601,70,pos_1666358749903196070,0.01,2,pos,21/10/2022
26092,62602,187,pos_1666369838519548187,0.01,2,pos,21/10/2022
16471,62603,99,pos_1666334216394184099,0.01,2,pos,21/10/2022
40569,62604,255,pos_1666343726978051255,0.01,2,pos,21/10/2022
1497,62605,256,pos_1666345505516041256,0.01,2,pos,21/10/2022
32558,62608,5,pos_1666379458279273005,0.01,2,pos,21/10/2022
44960,62612,147,pos_1666359974207440147,0.01,2,pos,21/10/2022
11996,62615,91,pos_1666348272432812091,0.01,2,pos,21/10/2022
1260,62621,91,pos_1666340427277022091,0.01,2,pos,21/10/2022
35387,62623,27,pos_1666357371595119027,0.01,2,pos,21/10/2022
32649,62625,184,pos_1666333757231635184,0.01,2,pos,21/10/2022
41427,62629,147,pos_1666345329731377147,0.01,2,pos,21/10/2022
43593,62633,211,pos_1666335969151960211,0.01,2,pos,21/10/2022
30548,62634,100,pos_1666366862489226100,0.01,2,pos,21/10/2022
47200,62636,235,pos_1666328222782861235,0.01,2,pos,21/10/2022
27508,62638,102,pos_1666388966431236102,0.01,2,pos,21/10/2022
6053,62640,225,pos_1666366777625997225,0.01,2,pos,21/10/2022
33890,62641,208,pos_1666351173151719208,0.01,2,pos,21/10/2022
27572,62652,110,pos_1666370119327525110,0.01,2,pos,21/10/2022
18337,62657,146,pos_1666346257313207146,0.01,2,pos,21/10/2022
31038,62658,123232323,pos_1666359141454578098,0.01,2,pos,21/10/2022
20967,62659,163,pos_1666380186419175163,0.01,2,pos,21/10/2022
18486,62666,83,pos_1666334697371550083,0.01,2,pos,21/10/2022
4232,62667,37,pos_1666344389081684037,0.01,2,pos,21/10/2022
25927,62680,241,pos_1666322641931412241,0.01,2,pos,21/10/2022
15544,62683,206,pos_1666350615064518206,0.01,2,pos,21/10/2022
35664,62684,142,pos_1666355132433812142,0.01,2,pos,21/10/2022
32506,62685,170,pos_1666336699512449170,0.01,2,pos,21/10/2022
7197,62686,18,pos_1666336990375033018,0.01,2,pos,21/10/2022
21675,62691,228,pos_1666329709056295228,0.01,2,pos,21/10/2022
25578,62692,295,pos_1666338748930819295,0.01,2,pos,21/10/2022
6628,62693,167,pos_1666381018713011167,0.01,2,pos,21/10/2022
39239,62697,133,pos_1666336858499188133,0.01,2,pos,21/10/2022
19960,62699,314,pos_1666382560494198314,0.01,2,pos,21/10/2022
25930,62701,150,pos_1666351603367704150,0.01,2,pos,21/10/2022
42996,62702,85,pos_1666381580791302085,0.01,2,pos,21/10/2022
9103,62703,35,pos_1666352094348397035,0.01,2,pos,21/10/2022
27207,62705,269,pos_1666356264146679269,0.01,2,pos,21/10/2022
12442,62709,40,pos_1666312743084148040,0.01,2,pos,21/10/2022
3660,62713,102,pos_1666362411491697102,0.01,2,pos,21/10/2022
9590,62714,183,pos_1666347243603817183,0.01,2,pos,21/10/2022
9136,62718,107,pos_1666348236099472107,0.01,2,pos,21/10/2022
45219,62719,310,pos_1666350192124974310,0.01,2,pos,21/10/2022
40769,62724,97,pos_1666342586552611097,0.01,2,pos,21/10/2022
18698,62727,258,pos_1666352335464885258,0.01,2,pos,21/10/2022
31990,62731,184,pos_1666326566836256184,0.01,2,pos,21/10/2022
43694,62736,267,pos_1666365196485062267,0.01,2,pos,21/10/2022
15365,62739,99,pos_1666354291488029099,0.01,2,pos,21/10/2022
29828,62745,5,pos_1666372473902708005,0.01,2,pos,21/10/2022
39284,62747,74,pos_1666359635694730074,0.01,2,pos,21/10/2022
32938,62748,52,pos_1666380958436061052,0.01,2,pos,21/10/2022
33493,62754,101,pos_1666471707719638101,0.01,2,pos,22/10/2022
31953,62755,281,pos_1666446729514914281,0.01,2,pos,22/10/2022
28574,62757,219,pos_1666449568348183219,0.01,2,pos,22/10/2022
4379,62762,180,pos_1666447758775792180,0.01,2,pos,22/10/2022
9137,62763,268,pos_1666461043698427268,0.01,2,pos,22/10/2022
8545,62764,196,pos_1666428906952333196,0.01,2,pos,22/10/2022
31599,62765,105,pos_1666426067873662105,0.01,2,pos,22/10/2022
43537,62770,249,pos_1666456724048849249,0.01,2,pos,22/10/2022
30428,62772,144,pos_1666431914015424144,0.01,2,pos,22/10/2022
38978,62779,243,pos_1666446430601814243,0.01,2,pos,22/10/2022
25750,62783,162,pos_1666424625916393162,0.01,2,pos,22/10/2022
8406,62785,119,pos_1666428310177444119,0.01,2,pos,22/10/2022
43740,62788,123,pos_1666400377128056123,0.01,2,pos,22/10/2022
43987,62789,241,pos_1666421418507431241,0.01,2,pos,22/10/2022
35285,62790,138,pos_1666437696807683138,0.01,2,pos,22/10/2022
6816,62793,255,pos_1666437450050984255,0.01,2,pos,22/10/2022
6461,62796,19,pos_1666442835874771019,0.01,2,pos,22/10/2022
31301,62797,184,pos_1666443955912144184,0.01,2,pos,22/10/2022
32685,62801,134,pos_1666430554545075134,0.01,2,pos,22/10/2022
34791,62802,168,pos_1666431896645011168,0.01,2,pos,22/10/2022
35164,62806,59,pos_1666437178853202059,0.01,2,pos,22/10/2022
33206,62807,307,pos_1666412907455777307,0.01,2,pos,22/10/2022
29533,62811,137,pos_1666401961806022137,0.01,2,pos,22/10/2022
23975,62818,143,pos_1666463665367605143,0.01,2,pos,22/10/2022
13297,62820,49,pos_1666454588030504049,0.01,2,pos,22/10/2022
3748,62824,156,pos_1666450806408602156,0.01,2,pos,22/10/2022
29998,62825,204,pos_1666456033848446204,0.01,2,pos,22/10/2022
46522,62826,42,pos_1666407321912755042,0.01,2,pos,22/10/2022
753,62827,280,pos_1666455329334297280,0.01,2,pos,22/10/2022
40285,62837,48,pos_1666429652841434048,0.01,2,pos,22/10/2022
18901,62839,143,pos_1666397246684516143,0.01,2,pos,22/10/2022
39791,62840,114,pos_1666423099955446114,0.01,2,pos,22/10/2022
28612,62842,130,pos_1666435794035742130,0.01,2,pos,22/10/2022
17398,62844,166,pos_1666414480697962166,0.01,2,pos,22/10/2022
20371,62845,114,pos_1666407686744060114,0.01,2,pos,22/10/2022
6203,62846,209,pos_1666465217371564209,0.01,2,pos,22/10/2022
35057,62847,216,pos_1666447272649752216,0.01,2,pos,22/10/2022
43559,62851,10,pos_1666438799823567010,0.01,2,pos,22/10/2022
33155,62860,69,pos_1666411468756728069,0.01,2,pos,22/10/2022
38797,62861,121,pos_1666448856177899121,0.01,2,pos,22/10/2022
41107,62863,305,pos_1666411744216531305,0.01,2,pos,22/10/2022
41643,62869,114,pos_1666445454188078114,0.01,2,pos,22/10/2022
26718,62870,130,pos_1666441569824515130,0.01,2,pos,22/10/2022
39000,62871,143,pos_1666436504437937143,0.01,2,pos,22/10/2022
38362,62872,224,pos_1666439846535770224,0.01,2,pos,22/10/2022
10985,62873,174,pos_1666476929384976174,0.01,2,pos,22/10/2022
17694,62874,246,pos_1666415560216780246,0.01,2,pos,22/10/2022
11513,62886,209,pos_1666419274608855209,0.01,2,pos,22/10/2022
37541,62888,136,pos_1666460690797855136,0.01,2,pos,22/10/2022
12110,62894,119,pos_1666414650575226119,0.01,2,pos,22/10/2022
32520,62895,42,pos_1666411961388841042,0.01,2,pos,22/10/2022
44086,62899,165,pos_1666443189718788165,0.01,2,pos,22/10/2022
10061,62900,125,pos_1666436820974211125,0.01,2,pos,22/10/2022
1442,62901,148,pos_1666459944216286148,0.01,2,pos,22/10/2022
43684,62909,60,pos_1666429174980139060,0.01,2,pos,22/10/2022
2485,62910,329,pos_1666441593269273329,0.01,2,pos,22/10/2022
39574,62922,172,pos_1666448471213026172,0.01,2,pos,22/10/2022
26810,62923,182,pos_1666438383538447182,0.01,2,pos,22/10/2022
21243,62924,165,pos_1666457146713502165,0.01,2,pos,22/10/2022
15514,62925,217,pos_1666401312708786217,0.01,2,pos,22/10/2022
11049,62926,181,pos_1666429430382043181,0.01,2,pos,22/10/2022
28240,62929,334,pos_1666423676061310334,0.01,2,pos,22/10/2022
3339,62933,115,pos_1666455482662746115,0.01,2,pos,22/10/2022
32444,62934,212,pos_1666444170704073212,0.01,2,pos,22/10/2022
40419,62937,232,pos_1666464992920072232,0.01,2,pos,22/10/2022
41998,62941,251,pos_1666410674367642251,0.01,2,pos,22/10/2022
5015,62945,262,pos_1666433904244195262,0.01,2,pos,22/10/2022
5891,62946,45,pos_1666452992203605045,0.01,2,pos,22/10/2022
21327,62949,1123232323,pos_1666415718108302198,0.01,2,pos,22/10/2022
43443,62951,55,pos_1666451096429990055,0.01,2,pos,22/10/2022
14827,62952,159,pos_1666455668104757159,0.01,2,pos,22/10/2022
27599,62955,108,pos_1666419631115403108,0.01,2,pos,22/10/2022
33833,62957,269,pos_1666465040279733269,0.01,2,pos,22/10/2022
8555,62960,179,pos_1666475870866975179,0.01,2,pos,22/10/2022
44959,62963,180,pos_1666435287912658180,0.01,2,pos,22/10/2022
7386,62965,150,pos_1666421541236359150,0.01,2,pos,22/10/2022
7565,62967,53,pos_1666412386197977053,0.01,2,pos,22/10/2022
17915,62968,197,pos_1666428827002685197,0.01,2,pos,22/10/2022
7611,62972,158,pos_1666436577505873158,0.01,2,pos,22/10/2022
14935,62982,67,pos_1666426287215034067,0.01,2,pos,22/10/2022
2227,62984,143,pos_1666455320667306143,0.01,2,pos,22/10/2022
32971,62987,126,pos_1666432549030939126,0.01,2,pos,22/10/2022
46536,62989,282,pos_1666446626534505282,0.01,2,pos,22/10/2022
33773,62991,255,pos_1666451114704718255,0.01,2,pos,22/10/2022
11570,62995,181,pos_1666555520297075181,0.01,2,pos,23/10/2022
31217,63006,186,pos_1666540950129525186,0.01,2,pos,23/10/2022
32644,63007,286,pos_1666533776120876286,0.01,2,pos,23/10/2022
42228,63008,46,pos_1666525901779434046,0.01,2,pos,23/10/2022
24332,63010,214,pos_1666498699706045214,0.01,2,pos,23/10/2022
10577,63011,100,pos_1666532405413565100,0.01,2,pos,23/10/2022
25060,63012,227,pos_1666500659789631227,0.01,2,pos,23/10/2022
5187,63017,227,pos_1666517769548934227,0.01,2,pos,23/10/2022
43437,63019,187,pos_1666528653285208187,0.01,2,pos,23/10/2022
34157,63027,121,pos_1666541851326237121,0.01,2,pos,23/10/2022
39234,63031,155,pos_1666550703455346155,0.01,2,pos,23/10/2022
34663,63033,70,pos_1666526263957393070,0.01,2,pos,23/10/2022
11095,63034,201,pos_1666518505984026201,0.01,2,pos,23/10/2022
1043,63035,194,pos_1666532437065549194,0.01,2,pos,23/10/2022
27028,63036,262,pos_1666533291817516262,0.01,2,pos,23/10/2022
7795,63041,264,pos_1666523153992698264,0.01,2,pos,23/10/2022
15297,63044,22,pos_1666516743686354022,0.01,2,pos,23/10/2022
16794,63047,145,pos_1666517772944928145,0.01,2,pos,23/10/2022
1253,63053,278,pos_1666549424624606278,0.01,2,pos,23/10/2022
43195,63055,70,pos_1666514151143097070,0.01,2,pos,23/10/2022
8913,63056,161,pos_1666552534460107161,0.01,2,pos,23/10/2022
29401,63057,205,pos_1666498550519543205,0.01,2,pos,23/10/2022
46827,63059,69,pos_1666526655211137069,0.01,2,pos,23/10/2022
29255,63060,158,pos_1666522940275189158,0.01,2,pos,23/10/2022
10671,63061,141,pos_1666489569474723141,0.01,2,pos,23/10/2022
4939,63062,354,pos_1666554543769570354,0.01,2,pos,23/10/2022
44209,63063,160,pos_1666531299713957160,0.01,2,pos,23/10/2022
28054,63064,103,pos_1666509172123041103,0.01,2,pos,23/10/2022
9419,63065,267,pos_1666562065942319267,0.01,2,pos,23/10/2022
27639,63068,134,pos_1666517868945985134,0.01,2,pos,23/10/2022
37650,63071,7,pos_1666533360632474007,0.01,2,pos,23/10/2022
29414,63073,228,pos_1666510747535914228,0.01,2,pos,23/10/2022
44893,63074,178,pos_1666523227096709178,0.01,2,pos,23/10/2022
43605,63076,5,pos_1666516777934809005,0.01,2,pos,23/10/2022
2241,63081,315,pos_1666542386470678315,0.01,2,pos,23/10/2022
39783,63082,242,pos_1666531281930699242,0.01,2,pos,23/10/2022
14376,63086,112,pos_1666528559447737112,0.01,2,pos,23/10/2022
6958,63090,181,pos_1666498448377938181,0.01,2,pos,23/10/2022
43274,63095,185,pos_1666486845551602185,0.01,2,pos,23/10/2022
10692,63098,181,pos_1666529330427455181,0.01,2,pos,23/10/2022
44874,63102,276,pos_1666543459994244276,0.01,2,pos,23/10/2022
37702,63104,18,pos_1666532410112795018,0.01,2,pos,23/10/2022
24076,63106,49,pos_1666531493246709049,0.01,2,pos,23/10/2022
34321,63117,314,pos_1666536184283959314,0.01,2,pos,23/10/2022
27438,63121,31,pos_1666530113370218031,0.01,2,pos,23/10/2022
6530,63125,276,pos_1666522875096055276,0.01,2,pos,23/10/2022
22825,63127,119,pos_1666545956866723119,0.01,2,pos,23/10/2022
24857,63130,226,pos_1666491445171434226,0.01,2,pos,23/10/2022
34498,63133,58,pos_1666515968117505058,0.01,2,pos,23/10/2022
29780,63139,201,pos_1666527126450229201,0.01,2,pos,23/10/2022
28727,63144,134,pos_1666518983454124134,0.01,2,pos,23/10/2022
25892,63147,158,pos_1666538720225424158,0.01,2,pos,23/10/2022
21135,63151,247,pos_1666516786153723247,0.01,2,pos,23/10/2022
18448,63152,174,pos_1666544977868651174,0.01,2,pos,23/10/2022
39606,63154,190,pos_1666542194318554190,0.01,2,pos,23/10/2022
46694,63157,40,pos_1666537354926936040,0.01,2,pos,23/10/2022
2956,63162,95,pos_1666548066563890095,0.01,2,pos,23/10/2022
14458,63164,132,pos_1666522250881794132,0.01,2,pos,23/10/2022
29300,63165,5,pos_1666519533379880005,0.01,2,pos,23/10/2022
42360,63167,266,pos_1666488180585769266,0.01,2,pos,23/10/2022
28753,63172,216,pos_1666514245791978216,0.01,2,pos,23/10/2022
29879,63173,63,pos_1666523672260657063,0.01,2,pos,23/10/2022
41035,63179,137,pos_1666555617485557137,0.01,2,pos,23/10/2022
37144,63185,115,pos_1666511702445354115,0.01,2,pos,23/10/2022
6752,63187,20,pos_1666576303662637020,0.01,2,pos,24/10/2022
38,63189,56,pos_1666640679200955056,0.01,2,pos,24/10/2022
2164,63191,179,pos_1666638481431536179,0.01,2,pos,24/10/2022
7682,63192,156,pos_1666644932282498156,0.01,2,pos,24/10/2022
2239,63199,146,pos_1666589020516356146,0.01,2,pos,24/10/2022
34920,63201,91,pos_1666611747320913091,0.01,2,pos,24/10/2022
6842,63205,152,pos_1666605853685108152,0.01,2,pos,24/10/2022
31332,63214,28,pos_1666615735200767028,0.01,2,pos,24/10/2022
29774,63218,155,pos_1666622312413166155,0.01,2,pos,24/10/2022
24117,63227,103,pos_1666609898210331103,0.01,2,pos,24/10/2022
20920,63229,93,pos_1666615922156216093,0.01,2,pos,24/10/2022
30314,63230,203,pos_1666636977600168203,0.01,2,pos,24/10/2022
37207,63232,106,pos_1666627920323925106,0.01,2,pos,24/10/2022
14616,63233,100,pos_1666610575903211100,0.01,2,pos,24/10/2022
3177,63237,99,pos_1666645856604152099,0.01,2,pos,24/10/2022
46275,63238,101,pos_1666603758368181101,0.01,2,pos,24/10/2022
27136,63239,88,pos_1666613073754089088,0.01,2,pos,24/10/2022
3769,63243,1123232323,pos_1666616742492949198,0.01,2,pos,24/10/2022
19591,63249,155,pos_1666590364083864155,0.01,2,pos,24/10/2022
17905,63252,66,pos_1666607346296441066,0.01,2,pos,24/10/2022
11697,63257,201,pos_1666602692231952201,0.01,2,pos,24/10/2022
28118,63263,9,pos_1666588401610403009,0.01,2,pos,24/10/2022
13107,63264,170,pos_1666636978384965170,0.01,2,pos,24/10/2022
19701,63265,87,pos_1666624954411039087,0.01,2,pos,24/10/2022
4297,63266,53,pos_1666603838206714053,0.01,2,pos,24/10/2022
22220,63271,152,pos_1666603671908466152,0.01,2,pos,24/10/2022
34974,63272,174,pos_1666620929986794174,0.01,2,pos,24/10/2022
30020,63273,351,pos_1666620021366526351,0.01,2,pos,24/10/2022
2017,63274,107,pos_1666643363977752107,0.01,2,pos,24/10/2022
39478,63275,35,pos_1666622019256927035,0.01,2,pos,24/10/2022
10281,63276,132,pos_1666611031312174132,0.01,2,pos,24/10/2022
31482,63277,115,pos_1666610194220711115,0.01,2,pos,24/10/2022
27182,63278,150,pos_1666608349541117150,0.01,2,pos,24/10/2022
45767,63280,95,pos_1666583985326930095,0.01,2,pos,24/10/2022
41012,63281,224,pos_1666628406919807224,0.01,2,pos,24/10/2022
46519,63283,259,pos_1666611579901496259,0.01,2,pos,24/10/2022
45418,63284,47,pos_1666599295237255047,0.01,2,pos,24/10/2022
10922,63286,254,pos_1666617871565246254,0.01,2,pos,24/10/2022
6188,63289,129,pos_1666639198049841129,0.01,2,pos,24/10/2022
775,63290,90,pos_1666624688174354090,0.01,2,pos,24/10/2022
9921,63295,151,pos_1666613879147481151,0.01,2,pos,24/10/2022
26839,63296,215,pos_1666616362913128215,0.01,2,pos,24/10/2022
10642,63297,31,pos_1666606807524008031,0.01,2,pos,24/10/2022
15758,63299,190,pos_1666632486770194190,0.01,2,pos,24/10/2022
41030,63301,185,pos_1666595051174405185,0.01,2,pos,24/10/2022
15646,63302,129,pos_1666604129213614129,0.01,2,pos,24/10/2022
29047,63303,130,pos_1666601620032750130,0.01,2,pos,24/10/2022
14774,63306,43,pos_1666584750222385043,0.01,2,pos,24/10/2022
27325,63308,203,pos_1666630544024498203,0.01,2,pos,24/10/2022
3784,63313,206,pos_1666620034335617206,0.01,2,pos,24/10/2022
34912,63314,104,pos_1666612913369070104,0.01,2,pos,24/10/2022
529,63319,163,pos_1666597113092693163,0.01,2,pos,24/10/2022
19532,63321,116,pos_1666594114226341116,0.01,2,pos,24/10/2022
18168,63322,321,pos_1666586749166359321,0.01,2,pos,24/10/2022
30377,63324,5,pos_1666601428128339005,0.01,2,pos,24/10/2022
23533,63325,149,pos_1666599026879979149,0.01,2,pos,24/10/2022
37412,63326,222,pos_1666601998033310222,0.01,2,pos,24/10/2022
37545,63327,13,pos_1666607333313708013,0.01,2,pos,24/10/2022
11393,63329,73,pos_1666622084273484073,0.01,2,pos,24/10/2022
11001,63333,141,pos_1666645824370750141,0.01,2,pos,24/10/2022
18802,63335,56,pos_1666615038511760056,0.01,2,pos,24/10/2022
34667,63336,153,pos_1666609161947809153,0.01,2,pos,24/10/2022
3695,63337,211,pos_1666597606094234211,0.01,2,pos,24/10/2022
36496,63340,143,pos_1666632598548401143,0.01,2,pos,24/10/2022
36803,63342,88,pos_1666606592085903088,0.01,2,pos,24/10/2022
47311,63343,31,pos_1666625587827855031,0.01,2,pos,24/10/2022
13154,63345,157,pos_1666625857540447157,0.01,2,pos,24/10/2022
15906,63348,158,pos_1666597430042231158,0.01,2,pos,24/10/2022
46030,63352,182,pos_1666611070059541182,0.01,2,pos,24/10/2022
18347,63354,193,pos_1666631617447443193,0.01,2,pos,24/10/2022
4394,63356,41,pos_1666579379716869041,0.01,2,pos,24/10/2022
39199,63357,85,pos_1666592038638360085,0.01,2,pos,24/10/2022
34260,63358,5,pos_1666621378644550005,0.01,2,pos,24/10/2022
29588,63361,142,pos_1666571232117419142,0.01,2,pos,24/10/2022
30412,63373,211,pos_1666601118512947211,0.01,2,pos,24/10/2022
43862,63374,293,pos_1666591192776568293,0.01,2,pos,24/10/2022
19745,63376,227,pos_1666594810898953227,0.01,2,pos,24/10/2022
46569,63379,257,pos_1666592031649260257,0.01,2,pos,24/10/2022
36863,63380,286,pos_1666641345175837286,0.01,2,pos,24/10/2022
30120,63384,241,pos_1666626407945915241,0.01,2,pos,24/10/2022
16259,63398,188,pos_1666605251381282188,0.01,2,pos,24/10/2022
28044,63399,129,pos_1666630359938056129,0.01,2,pos,24/10/2022
21316,63403,141,pos_1666620217504936141,0.01,2,pos,24/10/2022
4386,63410,214,pos_1666607104159822214,0.01,2,pos,24/10/2022
7367,63411,112,pos_1666577890388948112,0.01,2,pos,24/10/2022
22691,63431,188,pos_1666701954878235188,0.01,2,pos,25/10/2022
29342,63432,110,pos_1666704924029268110,0.01,2,pos,25/10/2022
8769,63435,33,pos_1666695531193138033,0.01,2,pos,25/10/2022
2491,63436,139,pos_1666686129464733139,0.01,2,pos,25/10/2022
39898,63439,327,pos_1666688189706578327,0.01,2,pos,25/10/2022
45456,63441,38,pos_1666690265096910038,0.01,2,pos,25/10/2022
40937,63444,84,pos_1666692731591914084,0.01,2,pos,25/10/2022
45841,63447,176,pos_1666697210661863176,0.01,2,pos,25/10/2022
28864,63449,265,pos_1666699269427198265,0.01,2,pos,25/10/2022
4999,63452,201,pos_1666708358719905201,0.01,2,pos,25/10/2022
41498,63456,228,pos_1666698746965149228,0.01,2,pos,25/10/2022
38320,63458,418,pos_1666713583035365418,0.01,2,pos,25/10/2022
8379,63461,31,pos_1666686894334293031,0.01,2,pos,25/10/2022
14281,63467,280,pos_1666725212743223280,0.01,2,pos,25/10/2022
45946,63468,253,pos_1666700894023062253,0.01,2,pos,25/10/2022
2719,63474,101,pos_1666688565912072101,0.01,2,pos,25/10/2022
